module_name,balancing,balancing,balancing,battery,battery,battery,battery,battery,grid,grid,grid,grid,grid,grid,grid,grid,load,load,load,load,load,load,load,load,load,renewable2.csv.gz,renewable2.csv.gz,renewable2.csv.gz,renewable2.csv.gz,renewable22.csv.gz,renewable22.csv.gz,renewable22.csv.gz,renewable22.csv.gz,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance,net_load,action,converted_action,converted_action
module_number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
field,loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,co2_per_kwh_current,co2_production,export_price_current,grid_export,grid_import,grid_status_current,import_price_current,reward,load_current,load_met,reward,load_current,load_met,reward,load_current,load_met,reward,curtailment,renewable_current,renewable_used,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid,,,battery_0,grid_0
826,65939.55408724805,0.0,-659395.5408724805,0.0,10.0,0.0,-0.0,0.01,0.2301820839999999,23.01820839999999,0.0,0.0,100.0,1.0,0.11,-11.0,-47078.48301852583,47078.48301852583,0.0,-16817.03874561865,16817.03874561865,0.0,-10070.101161287244,10070.101161287244,0.0,0.0,308.8077444336883,308.8077444336883,0.0,0.0,7617.26109375,7617.26109375,0.0,-659406.5408724805,-659406.5408724805,73965.62292543174,73965.62292543173,73865.62292543174,0.0,100.0,0.0,0.0,73965.62292543173,66039.55408724803,1,0.0,100.0
827,60444.70919134878,0.0,-604447.0919134878,0.0,10.0,0.0,-0.0,0.01,0.244370804,24.4370804,0.0,0.0,100.0,1.0,0.11,-11.0,-42817.54147765549,42817.54147765549,0.0,-16813.941980654938,16813.941980654938,0.0,-10217.132663096443,10217.132663096443,0.0,0.0,465.5581800580833,465.5581800580833,0.0,0.0,8838.348750000001,8838.348750000001,0.0,-604458.0919134878,-604458.0919134878,69848.61612140687,69848.61612140687,69748.61612140687,0.0,100.0,0.0,0.0,69848.61612140687,60544.70919134878,1,0.0,100.0
828,60227.034894101635,0.0,-602270.3489410164,0.0,10.0,0.0,-0.0,0.01,0.241158486,24.1158486,0.0,0.0,100.0,1.0,0.11,-11.0,-41540.23991365912,41540.23991365912,0.0,-16811.725835653444,16811.725835653444,0.0,-10071.967799042464,10071.967799042464,0.0,0.0,479.6375605033882,479.6375605033882,0.0,0.0,7617.26109375,7617.26109375,0.0,-602281.3489410164,-602281.3489410164,68423.93354835502,68423.93354835502,68323.93354835502,0.0,100.0,0.0,0.0,68423.93354835502,60327.034894101635,1,0.0,100.0
829,58588.48430806699,0.0,-585884.8430806699,0.0,10.0,0.0,-0.0,0.01,0.237274715,23.7274715,0.0,0.0,100.0,1.0,0.11,-11.0,-39109.21814280357,39109.21814280357,0.0,-16808.759197257503,16808.759197257503,0.0,-10083.335455118688,10083.335455118688,0.0,0.0,451.4787996127784,451.4787996127784,0.0,0.0,6861.349687500001,6861.349687500001,0.0,-585895.8430806699,-585895.8430806699,66001.31279517977,66001.31279517977,65901.31279517977,0.0,100.0,0.0,0.0,66001.31279517977,58688.48430806698,1,0.0,100.0
830,51869.19776908816,0.0,-518691.9776908816,0.0,10.0,0.0,-0.0,0.01,0.238516824,23.851682399999998,0.0,0.0,100.0,1.0,0.08,-8.0,-38208.66910001535,38208.66910001535,0.0,-9382.999138124816,9382.999138124816,0.0,-10088.427170710822,10088.427170710822,0.0,0.0,361.3707647628268,361.3707647628268,0.0,0.0,5349.5268750000005,5349.5268750000005,0.0,-518699.9776908816,-518699.9776908816,57680.09540885099,57680.09540885099,57580.09540885099,0.0,100.0,0.0,0.0,57680.09540885099,51969.19776908816,1,0.0,100.0
831,54060.208853006574,0.0,-540602.0885300657,0.0,10.0,0.0,-0.0,0.01,0.240274655,24.0274655,0.0,0.0,100.0,1.0,0.08,-8.0,-38766.98300624087,38766.98300624087,0.0,-9384.239299596748,9384.239299596748,0.0,-10086.04007723914,10086.04007723914,0.0,0.0,239.34946757018395,239.34946757018395,0.0,0.0,3837.7040625,3837.7040625,0.0,-540610.0885300657,-540610.0885300657,58237.262383076755,58237.262383076755,58137.262383076755,0.0,100.0,0.0,0.0,58237.262383076755,54160.208853006574,1,0.0,100.0
832,61434.996316708835,0.0,-614349.9631670883,0.0,10.0,0.0,-0.0,0.01,0.228688914,22.8688914,0.0,0.0,100.0,1.0,0.08,-8.0,-44358.16046970096,44358.16046970096,0.0,-11099.209283052409,11099.209283052409,0.0,-10062.647067192407,10062.647067192407,0.0,0.0,89.16940948693127,89.16940948693127,0.0,0.0,3895.851093750001,3895.851093750001,0.0,-614357.9631670883,-614357.9631670883,65520.01681994577,65520.01681994577,65420.01681994577,0.0,100.0,0.0,0.0,65520.01681994577,61534.996316708835,1,0.0,100.0
833,73623.53438310148,0.0,-736235.3438310148,0.0,10.0,0.0,-0.0,0.01,0.2182758119999999,21.82758119999999,0.0,0.0,100.0,1.0,0.11,-11.0,-52118.1192635775,52118.1192635775,0.0,-11240.961900470891,11240.961900470891,0.0,-10364.45321905308,10364.45321905308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-736246.3438310148,-736246.3438310148,73723.53438310148,73723.53438310148,73623.53438310148,0.0,100.0,0.0,0.0,73723.53438310148,73723.53438310148,1,0.0,100.0
834,88804.62082259031,0.0,-888046.2082259031,0.0,10.0,0.0,-0.0,0.01,0.215378827,21.5378827,0.0,0.0,100.0,1.0,0.11,-11.0,-66646.46354515178,66646.46354515178,0.0,-10368.704405243609,10368.704405243609,0.0,-11889.45287219492,11889.45287219492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-888057.2082259031,-888057.2082259031,88904.62082259031,88904.62082259031,88804.62082259031,0.0,100.0,0.0,0.0,88904.62082259031,88904.62082259031,1,0.0,100.0
835,86230.46941741707,0.0,-862304.6941741707,0.0,10.0,0.0,-0.0,0.01,0.205808526,20.5808526,0.0,0.0,100.0,1.0,0.11,-11.0,-64757.057574623774,64757.057574623774,0.0,-9640.23416576651,9640.23416576651,0.0,-11933.177677026792,11933.177677026792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-862315.6941741707,-862315.6941741707,86330.46941741707,86330.46941741707,86230.46941741707,0.0,100.0,0.0,0.0,86330.46941741707,86330.46941741707,1,0.0,100.0
836,88045.0679005822,0.0,-880450.679005822,0.0,10.0,0.0,-0.0,0.01,0.207157858,20.7157858,0.0,0.0,100.0,1.0,0.11,-11.0,-66576.40605117791,66576.40605117791,0.0,-9640.234174706842,9640.234174706842,0.0,-11928.427674697446,11928.427674697446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-880461.679005822,-880461.679005822,88145.0679005822,88145.0679005822,88045.0679005822,0.0,100.0,0.0,0.0,88145.0679005822,88145.0679005822,1,0.0,100.0
837,86754.37948873182,0.0,-867543.7948873183,0.0,10.0,0.0,-0.0,0.01,0.209682654,20.9682654,0.0,0.0,100.0,1.0,0.11,-11.0,-66040.63500848744,66040.63500848744,0.0,-8911.794263824277,8911.794263824277,0.0,-11901.9502164201,11901.9502164201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-867554.7948873183,-867554.7948873183,86854.37948873182,86854.37948873182,86754.37948873182,0.0,100.0,0.0,0.0,86854.37948873182,86854.37948873182,1,0.0,100.0
838,76503.84009921397,0.0,-765038.4009921397,0.0,10.0,0.0,-0.0,0.01,0.228071918,22.807191800000002,0.0,0.0,100.0,1.0,0.11,-11.0,-56541.31336024661,56541.31336024661,0.0,-8194.762946834113,8194.762946834113,0.0,-11867.76379213325,11867.76379213325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-765049.4009921397,-765049.4009921397,76603.84009921397,76603.84009921397,76503.84009921397,0.0,100.0,0.0,0.0,76603.84009921397,76603.84009921397,1,0.0,100.0
839,58511.2465067147,0.0,-585112.465067147,0.0,10.0,0.0,-0.0,0.01,0.226962223,22.6962223,0.0,0.0,100.0,1.0,0.11,-11.0,-39082.183240393046,39082.183240393046,0.0,-7512.304236895197,7512.304236895197,0.0,-12016.759029426448,12016.759029426448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-585123.465067147,-585123.465067147,58611.2465067147,58611.2465067147,58511.2465067147,0.0,100.0,0.0,0.0,58611.2465067147,58611.2465067147,1,0.0,100.0
840,48682.821645372416,0.0,-486828.2164537242,0.0,10.0,0.0,-0.0,0.01,0.22021408,22.021408,0.0,0.0,100.0,1.0,0.08,-8.0,-29780.266647736185,29780.266647736185,0.0,-7136.628814878097,7136.628814878097,0.0,-11865.926182758138,11865.926182758138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-486836.2164537242,-486836.2164537242,48782.821645372416,48782.821645372416,48682.821645372416,0.0,100.0,0.0,0.0,48782.821645372416,48782.821645372416,1,0.0,100.0
841,47743.64594806667,0.0,-477436.4594806667,0.0,10.0,0.0,-0.0,0.01,0.221584871,22.1584871,0.0,0.0,100.0,1.0,0.08,-8.0,-28829.8801879856,28829.8801879856,0.0,-7148.199470212891,7148.199470212891,0.0,-11865.566289868177,11865.566289868177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-477444.4594806667,-477444.4594806667,47843.64594806667,47843.64594806667,47743.64594806667,0.0,100.0,0.0,0.0,47843.64594806667,47843.64594806667,1,0.0,100.0
842,43604.25297784507,0.0,-436042.5297784507,0.0,10.0,0.0,-0.0,0.01,0.224276012,22.427601199999998,0.0,0.0,100.0,1.0,0.08,-8.0,-24702.55659809724,24702.55659809724,0.0,-7136.775040008083,7136.775040008083,0.0,-11864.92133973975,11864.92133973975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-436050.5297784507,-436050.5297784507,43704.25297784507,43704.25297784507,43604.25297784507,0.0,100.0,0.0,0.0,43704.25297784507,43704.25297784507,1,0.0,100.0
843,43226.81289746483,0.0,-432268.1289746483,0.0,10.0,0.0,-0.0,0.01,0.227519303,22.7519303,0.0,0.0,100.0,1.0,0.08,-8.0,-24314.45326827601,24314.45326827601,0.0,-7148.366571023795,7148.366571023795,0.0,-11863.993058165024,11863.993058165024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-432276.1289746483,-432276.1289746483,43326.81289746483,43326.81289746483,43226.81289746483,0.0,100.0,0.0,0.0,43326.81289746483,43326.81289746483,1,0.0,100.0
844,45207.216294365986,0.0,-452072.1629436599,0.0,10.0,0.0,-0.0,0.01,0.221256271,22.1256271,0.0,0.0,100.0,1.0,0.08,-8.0,-25896.56731937229,25896.56731937229,0.0,-7501.229230721635,7501.229230721635,0.0,-11909.419744272062,11909.419744272062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-452080.1629436599,-452080.1629436599,45307.216294365986,45307.216294365986,45207.216294365986,0.0,100.0,0.0,0.0,45307.216294365986,45307.216294365986,1,0.0,100.0
845,48613.546382967936,0.0,-486135.46382967936,0.0,10.0,0.0,-0.0,0.01,0.200886951,20.088695100000002,0.0,0.0,100.0,1.0,0.11,-11.0,-28566.179004807644,28566.179004807644,0.0,-8241.254640874276,8241.254640874276,0.0,-11906.112737286016,11906.112737286016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-486146.46382967936,-486146.46382967936,48713.546382967936,48713.546382967936,48613.546382967936,0.0,100.0,0.0,0.0,48713.546382967936,48713.546382967936,1,0.0,100.0
846,65789.29495215736,0.0,-657892.9495215736,0.0,10.0,0.0,-0.0,0.01,0.202059242,20.2059242,0.0,0.0,100.0,1.0,0.11,-11.0,-44548.96516190944,44548.96516190944,0.0,-9432.191492631224,9432.191492631224,0.0,-11908.1382976167,11908.1382976167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-657903.9495215736,-657903.9495215736,65889.29495215736,65889.29495215736,65789.29495215736,0.0,100.0,0.0,0.0,65889.29495215736,65889.29495215736,1,0.0,100.0
847,74915.69338172518,0.0,-749156.9338172518,0.0,10.0,0.0,-0.0,0.01,0.197647529,19.764752899999998,0.0,0.0,100.0,1.0,0.11,-11.0,-57902.2288351422,57902.2288351422,0.0,-8899.072650694477,8899.072650694477,0.0,-10365.832052138509,10365.832052138509,0.0,0.0,0.0,0.0,0.0,0.0,2151.44015625,2151.44015625,0.0,-749167.9338172518,-749167.9338172518,77167.13353797518,77167.13353797518,77067.13353797518,0.0,100.0,0.0,0.0,77167.13353797518,75015.69338172518,1,0.0,100.0
848,79728.26192907634,0.0,-797282.6192907634,0.0,10.0,0.0,-0.0,0.01,0.195568623,19.5568623,0.0,0.0,100.0,1.0,0.11,-11.0,-71228.75140468332,71228.75140468332,0.0,-8887.711401833158,8887.711401833158,0.0,-10060.188916848334,10060.188916848334,0.0,0.0,114.51229428848016,114.51229428848016,0.0,0.0,10233.8775,10233.8775,0.0,-797293.6192907634,-797293.6192907634,90176.65172336482,90176.65172336482,90076.65172336482,0.0,100.0,0.0,0.0,90176.65172336482,79828.26192907634,1,0.0,100.0
849,58499.05448680208,0.0,-584990.5448680208,0.0,10.0,0.0,-0.0,0.01,0.201051673,20.105167299999998,0.0,0.0,100.0,1.0,0.11,-11.0,-59436.94121824527,59436.94121824527,0.0,-7806.366015991117,7806.366015991117,0.0,-10062.43476481763,10062.43476481763,0.0,0.0,274.0786060019361,274.0786060019361,0.0,0.0,18432.608906250003,18432.608906250003,0.0,-585001.5448680208,-585001.5448680208,77305.74199905402,77305.74199905402,77205.74199905402,0.0,100.0,0.0,0.0,77305.74199905402,58599.05448680208,1,0.0,100.0
850,36943.220961912964,0.0,-369432.20961912966,0.0,10.0,0.0,-0.0,0.01,0.216994741,21.6994741,0.0,0.0,100.0,1.0,0.11,-11.0,-48439.16744938616,48439.16744938616,0.0,-6338.001047229881,6338.001047229881,0.0,-10058.790340871705,10058.790340871705,0.0,0.0,405.4861568247822,405.4861568247822,0.0,0.0,27387.25171875,27387.25171875,0.0,-369443.20961912966,-369443.20961912966,64835.95883748775,64835.95883748774,64735.95883748775,0.0,100.0,0.0,0.0,64835.95883748774,37043.22096191296,1,0.0,100.0
851,31842.907384850507,0.0,-318429.07384850504,0.0,10.0,0.0,-0.0,0.01,0.224874265,22.487426499999998,0.0,0.0,100.0,1.0,0.11,-11.0,-46987.28950218006,46987.28950218006,0.0,-6349.413041429484,6349.413041429484,0.0,-10206.70625021362,10206.70625021362,0.0,0.0,491.8396902226525,491.8396902226525,0.0,0.0,31108.66171875,31108.66171875,0.0,-318440.07384850504,-318440.07384850504,63543.40879382316,63543.40879382316,63443.40879382316,0.0,100.0,0.0,0.0,63543.40879382316,31942.907384850507,1,0.0,100.0
852,34188.67316983078,0.0,-341886.7316983078,0.0,10.0,0.0,-0.0,0.01,0.227610305,22.7610305,0.0,0.0,100.0,1.0,0.11,-11.0,-48068.47990938509,48068.47990938509,0.0,-6337.881267609167,6337.881267609167,0.0,-10054.480505360722,10054.480505360722,0.0,0.0,517.1825750242014,517.1825750242014,0.0,0.0,29654.9859375,29654.9859375,0.0,-341897.7316983078,-341897.7316983078,64460.84168235498,64460.84168235498,64360.84168235498,0.0,100.0,0.0,0.0,64460.84168235498,34288.67316983077,1,0.0,100.0
853,38731.251680832094,0.0,-387312.51680832094,0.0,10.0,0.0,-0.0,0.01,0.234484768,23.4484768,0.0,0.0,100.0,1.0,0.11,-11.0,-49881.554463354165,49881.554463354165,0.0,-6349.381824761731,6349.381824761731,0.0,-10062.052703945628,10062.052703945628,0.0,0.0,481.51481122942886,481.51481122942886,0.0,0.0,26980.222500000003,26980.222500000003,0.0,-387323.51680832094,-387323.51680832094,66292.98899206152,66292.98899206152,66192.98899206152,0.0,100.0,0.0,0.0,66292.98899206152,38831.251680832094,1,0.0,100.0
854,43414.4331671509,0.0,-434144.33167150896,0.0,10.0,0.0,-0.0,0.01,0.245141113,24.5141113,0.0,0.0,100.0,1.0,0.08,-8.0,-45414.28513857737,45414.28513857737,0.0,-6337.90791576602,6337.90791576602,0.0,-10064.80976491304,10064.80976491304,0.0,0.0,393.2840271055179,393.2840271055179,0.0,0.0,17909.285625,17909.285625,0.0,-434152.33167150896,-434152.33167150896,61817.00281925642,61817.00281925642,61717.00281925642,0.0,100.0,0.0,0.0,61817.00281925642,43514.4331671509,1,0.0,100.0
855,50270.74215188779,0.0,-502707.4215188779,0.0,10.0,0.0,-0.0,0.01,0.2435100039999999,24.35100039999999,0.0,0.0,100.0,1.0,0.08,-8.0,-41373.14378435102,41373.14378435102,0.0,-6349.3909021813,6349.3909021813,0.0,-10062.16878538814,10062.16878538814,0.0,0.0,261.87647628267183,261.87647628267183,0.0,0.0,7152.084843750001,7152.084843750001,0.0,-502715.4215188779,-502715.4215188779,57784.70347192046,57784.70347192046,57684.70347192046,0.0,100.0,0.0,0.0,57784.70347192046,50370.74215188779,1,0.0,100.0
856,59498.33626972768,0.0,-594983.3626972769,0.0,10.0,0.0,-0.0,0.01,0.2171470539999999,21.71470539999999,0.0,0.0,100.0,1.0,0.08,-8.0,-45157.5629547597,45157.5629547597,0.0,-8049.536109492093,8049.536109492093,0.0,-10040.516276295102,10040.516276295102,0.0,0.0,102.31016456921589,102.31016456921589,0.0,0.0,3546.96890625,3546.96890625,0.0,-594991.3626972769,-594991.3626972769,63247.6153405469,63247.615340546894,63147.6153405469,0.0,100.0,0.0,0.0,63247.615340546894,59598.336269727675,1,0.0,100.0
857,70277.71556150634,0.0,-702777.1556150634,0.0,10.0,0.0,-0.0,0.01,0.206984713,20.698471299999998,0.0,0.0,100.0,1.0,0.11,-11.0,-49605.45423146015,49605.45423146015,0.0,-10426.888766342783,10426.888766342783,0.0,-10345.372563703406,10345.372563703406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-702788.1556150634,-702788.1556150634,70377.71556150634,70377.71556150634,70277.71556150634,0.0,100.0,0.0,0.0,70377.71556150634,70377.71556150634,1,0.0,100.0
858,86480.54421143506,0.0,-864805.4421143506,0.0,10.0,0.0,-0.0,0.01,0.203276993,20.3276993,0.0,0.0,100.0,1.0,0.11,-11.0,-64292.79021421688,64292.79021421688,0.0,-10415.474435735776,10415.474435735776,0.0,-11872.2795614824,11872.2795614824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-864816.4421143506,-864816.4421143506,86580.54421143506,86580.54421143506,86480.54421143506,0.0,100.0,0.0,0.0,86580.54421143506,86580.54421143506,1,0.0,100.0
859,89166.46259524638,0.0,-891664.6259524638,0.0,10.0,0.0,-0.0,0.01,0.198314265,19.8314265,0.0,0.0,100.0,1.0,0.11,-11.0,-67650.8529597245,67650.8529597245,0.0,-9698.62740585942,9698.62740585942,0.0,-11916.982229662448,11916.982229662448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-891675.6259524638,-891675.6259524638,89266.46259524638,89266.46259524638,89166.46259524638,0.0,100.0,0.0,0.0,89266.46259524638,89266.46259524638,1,0.0,100.0
860,95241.26498951524,0.0,-952412.6498951524,0.0,10.0,0.0,-0.0,0.01,0.205284258,20.5284258,0.0,0.0,100.0,1.0,0.11,-11.0,-73740.44367897877,73740.44367897877,0.0,-9687.359666936116,9687.359666936116,0.0,-11913.461643600363,11913.461643600363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952423.6498951524,-952423.6498951524,95341.26498951524,95341.26498951524,95241.26498951524,0.0,100.0,0.0,0.0,95341.26498951524,95341.26498951524,1,0.0,100.0
861,89691.38280716015,0.0,-896913.8280716015,0.0,10.0,0.0,-0.0,0.01,0.204713863,20.4713863,0.0,0.0,100.0,1.0,0.11,-11.0,-68589.65317038537,68589.65317038537,0.0,-9313.266043390897,9313.266043390897,0.0,-11888.463593383874,11888.463593383874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-896924.8280716015,-896924.8280716015,89791.38280716015,89791.38280716015,89691.38280716015,0.0,100.0,0.0,0.0,89791.38280716015,89791.38280716015,1,0.0,100.0
862,78472.09662661303,0.0,-784720.9662661303,0.0,10.0,0.0,-0.0,0.01,0.207912244,20.7912244,0.0,0.0,100.0,1.0,0.11,-11.0,-57914.84885020598,57914.84885020598,0.0,-8802.338026427995,8802.338026427995,0.0,-11854.909749979057,11854.909749979057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-784731.9662661303,-784731.9662661303,78572.09662661303,78572.09662661303,78472.09662661303,0.0,100.0,0.0,0.0,78572.09662661303,78572.09662661303,1,0.0,100.0
863,60779.96208737669,0.0,-607799.620873767,0.0,10.0,0.0,-0.0,0.01,0.228441392,22.8441392,0.0,0.0,100.0,1.0,0.11,-11.0,-40901.06252230018,40901.06252230018,0.0,-7971.353081503274,7971.353081503274,0.0,-12007.546483573244,12007.546483573244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-607810.620873767,-607810.620873767,60879.96208737669,60879.96208737669,60779.96208737669,0.0,100.0,0.0,0.0,60879.96208737669,60879.96208737669,1,0.0,100.0
864,49233.91736382881,0.0,-492339.1736382881,0.0,10.0,0.0,-0.0,0.01,0.217103708,21.7103708,0.0,0.0,100.0,1.0,0.08,-8.0,-28283.457872736675,28283.457872736675,0.0,-9195.563673623494,9195.563673623494,0.0,-11854.89581746864,11854.89581746864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-492347.1736382881,-492347.1736382881,49333.91736382881,49333.91736382881,49233.91736382881,0.0,100.0,0.0,0.0,49333.91736382881,49333.91736382881,1,0.0,100.0
865,46072.921292596424,0.0,-460729.21292596427,0.0,10.0,0.0,-0.0,0.01,0.22700854,22.700854,0.0,0.0,100.0,1.0,0.08,-8.0,-25224.893240166664,25224.893240166664,0.0,-9092.725936011891,9092.725936011891,0.0,-11855.30211641786,11855.30211641786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-460737.21292596427,-460737.21292596427,46172.921292596424,46172.921292596424,46072.921292596424,0.0,100.0,0.0,0.0,46172.921292596424,46172.921292596424,1,0.0,100.0
866,43771.710668363055,0.0,-437717.10668363055,0.0,10.0,0.0,-0.0,0.01,0.23175531,23.175531,0.0,0.0,100.0,1.0,0.08,-8.0,-22820.11188056346,22820.11188056346,0.0,-9196.55989211001,9196.55989211001,0.0,-11855.038895689584,11855.038895689584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-437725.10668363055,-437725.10668363055,43871.710668363055,43871.710668363055,43771.710668363055,0.0,100.0,0.0,0.0,43871.710668363055,43871.710668363055,1,0.0,100.0
867,43205.74334479609,0.0,-432057.4334479609,0.0,10.0,0.0,-0.0,0.01,0.2334348489999999,23.34348489999999,0.0,0.0,100.0,1.0,0.08,-8.0,-22356.690624331903,22356.690624331903,0.0,-9094.285020074072,9094.285020074072,0.0,-11854.767700390114,11854.767700390114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-432065.4334479609,-432065.4334479609,43305.74334479609,43305.74334479609,43205.74334479609,0.0,100.0,0.0,0.0,43305.74334479609,43305.74334479609,1,0.0,100.0
868,45117.59366968259,0.0,-451175.9366968259,0.0,10.0,0.0,-0.0,0.01,0.222553933,22.2553933,0.0,0.0,100.0,1.0,0.08,-8.0,-23754.437096087346,23754.437096087346,0.0,-9562.828467076004,9562.828467076004,0.0,-11900.328106519237,11900.328106519237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-451183.9366968259,-451183.9366968259,45217.59366968259,45217.59366968259,45117.59366968259,0.0,100.0,0.0,0.0,45217.59366968259,45217.59366968259,1,0.0,100.0
869,53581.52860218696,0.0,-535815.2860218696,0.0,10.0,0.0,-0.0,0.01,0.19950366,19.950366,0.0,0.0,100.0,1.0,0.11,-11.0,-30853.449067474645,30853.449067474645,0.0,-10930.91745271569,10930.91745271569,0.0,-11897.162081996625,11897.162081996625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-535826.2860218696,-535826.2860218696,53681.52860218696,53681.52860218696,53581.52860218696,0.0,100.0,0.0,0.0,53681.52860218696,53681.52860218696,1,0.0,100.0
870,82339.32848895644,0.0,-823393.2848895644,0.0,10.0,0.0,-0.0,0.01,0.177923711,17.7923711,0.0,0.0,100.0,1.0,0.11,-11.0,-55987.81703030863,55987.81703030863,0.0,-12538.217495476816,12538.217495476816,0.0,-13913.293963170996,13913.293963170996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-823404.2848895644,-823404.2848895644,82439.32848895644,82439.32848895644,82339.32848895644,0.0,100.0,0.0,0.0,82439.32848895644,82439.32848895644,1,0.0,100.0
871,108993.26950247397,0.0,-1089932.6950247397,0.0,10.0,0.0,-0.0,0.01,0.174401775,17.4401775,0.0,0.0,100.0,1.0,0.11,-11.0,-70243.17562746046,70243.17562746046,0.0,-14997.451576145824,14997.451576145824,0.0,-26194.48018003904,26194.48018003904,0.0,0.0,15.956631171345595,15.956631171345595,0.0,0.0,2325.8812500000004,2325.8812500000004,0.0,-1089943.6950247397,-1089943.6950247397,111435.10738364531,111435.10738364531,111335.10738364531,0.0,100.0,0.0,0.0,111435.10738364531,109093.26950247397,1,0.0,100.0
872,113833.07977746171,0.0,-1138330.797774617,0.0,10.0,0.0,-0.0,0.01,0.1711699069999999,17.116990699999988,0.0,0.0,100.0,1.0,0.11,-11.0,-58538.99306199107,58538.99306199107,0.0,-31309.99274465131,31309.99274465131,0.0,-35553.23399002916,35553.23399002916,0.0,0.0,130.46892545982575,130.46892545982575,0.0,0.0,11338.67109375,11338.67109375,0.0,-1138341.797774617,-1138341.797774617,125402.21979667153,125402.21979667153,125302.21979667153,0.0,100.0,0.0,0.0,125402.21979667153,113933.07977746171,1,0.0,100.0
873,97040.29568660395,0.0,-970402.9568660394,0.0,10.0,0.0,-0.0,0.01,0.175801883,17.5801883,0.0,0.0,100.0,1.0,0.11,-11.0,-53276.49851385895,53276.49851385895,0.0,-30213.37471959076,30213.37471959076,0.0,-35513.94490944054,35513.94490944054,0.0,0.0,290.973862536302,290.973862536302,0.0,0.0,21572.54859375,21572.54859375,0.0,-970413.9568660394,-970413.9568660394,119003.81814289025,119003.81814289025,118903.81814289025,0.0,100.0,0.0,0.0,119003.81814289025,97140.29568660395,1,0.0,100.0
